target_id	length	eff_length	est_counts	tpm
CIMG2_000001-T1	793	528.599	21	3.88134
CIMG2_000002-T1	336	139.068	4	2.8101
CIMG2_000003-T1	1206	920.04	160	16.9903
CIMG2_000004-T1	2086	1701.65	83.4935	4.7937
CIMG2_000004-T2	2077	1694.61	40.2558	2.32085
CIMG2_000004-T3	2096	1696.95	69.2507	3.98699
CIMG2_000004-T4	2156	1751.3	0	0
CIMG2_000005-T1	318	125.828	16	12.4231
CIMG2_000006-T1	549	325.461	10	3.00186
CIMG2_000007-T1	735	498.731	1260	246.827
CIMG2_000008-T1	762	494.46	253	49.9894
CIMG2_000009-T1	237	73.0832	36	48.1254
CIMG2_000010-T1	768	479.787	81	16.494
CIMG2_000011-T1	318	125.828	27	20.964
CIMG2_000012-T1	564	282.883	56	19.3406
CIMG2_000013-T1	1986	1735.08	82.7441	4.65914
CIMG2_000014-T1	306	117.275	0.2483	0.206852
CIMG2_000015-T1	2412	2075.93	31.0076	1.4593
CIMG2_000016-T1	357	155.194	19	11.961
CIMG2_000017-T1	1452	1214.28	93	7.48259
CIMG2_000018-T1	387	178.888	8.29168	4.52846
CIMG2_000019-T1	2637	2465.74	395.708	15.6789
CIMG2_000020-T1	213	59.6437	29	47.5031
CIMG2_000021-T1	597	344.321	183	51.9249
CIMG2_000022-T1	462	235.825	209	86.5856
CIMG2_000023-T1	3905	3518.77	674.403	18.7248
CIMG2_000024-T1	796	560.71	0	0
CIMG2_000025-T1	1509	1267.12	609	46.9559
CIMG2_000026-T1	318	125.828	38	29.5049
CIMG2_000027-T1	216	61.3333	28	44.6016
CIMG2_000028-T1	891	652.167	654	97.9733
CIMG2_000029-T1	354	152.84	206	131.68
CIMG2_000030-T1	1680	1384.4	1970	139.025
CIMG2_000031-T1	213	59.6437	0	0
CIMG2_000032-T1	1821	1492.49	281	18.3943
CIMG2_000033-T1	1263	1004.26	269.028	26.1722
CIMG2_000034-T1	4398	4022.65	641.972	15.5917
CIMG2_000035-T1	2145	1904.57	577	29.5983
CIMG2_000036-T1	2613	2313.11	650	27.454
CIMG2_000037-T1	1176	952.847	622	63.7758
CIMG2_000038-T1	756	501.466	50	9.74131
CIMG2_000039-T1	1644	1457.51	264	17.6963
CIMG2_000040-T1	1875	1695.73	417	24.0253
CIMG2_000041-T1	1234	1013.79	1912	184.259
CIMG2_000042-T1	1041	805.914	123	14.9109
CIMG2_000043-T1	303	115.216	0	0
CIMG2_000044-T1	1967	1757.01	1603	89.1349
CIMG2_000045-T1	2217	1938.42	331	16.6828
CIMG2_000046-T1	1254	1150.58	295	25.0492
CIMG2_000047-T1	1616	1400.26	981	68.4464
CIMG2_000048-T1	1482	1260.98	572	44.3177
CIMG2_000049-T1	1305	1204.93	1230	99.7311
CIMG2_000050-T1	2028	1877.7	1109	57.7024
CIMG2_000051-T1	468	250.12	27	10.5464
CIMG2_000052-T1	1815	1706.56	234	13.3962
CIMG2_000053-T1	4222	3977.84	696.982	17.1184
CIMG2_000053-T2	4296	4042.93	18.8485	0.455479
CIMG2_000053-T3	4290	4034.02	76.1698	1.84473
CIMG2_000054-T1	1282	1050.35	777.173	72.2889
CIMG2_000055-T1	2514	2038.36	356	17.0631
CIMG2_000056-T1	174	40.6824	0	0
CIMG2_000057-T1	252	82.1181	1.07059	1.27372
CIMG2_000058-T1	3392	3123.15	1112.93	34.8148
CIMG2_000059-T1	815	569.197	84	14.418
CIMG2_000060-T1	372	167.005	22	12.8701
CIMG2_000061-T1	1622	1467.98	682.591	45.4286
CIMG2_000061-T2	1694	1541.97	61.4091	3.89086
CIMG2_000062-T1	1402	1146.62	720.566	61.3965
CIMG2_000062-T2	1400	1144.84	758.434	64.7233
CIMG2_000063-T1	783	602.536	27	4.37794
CIMG2_000064-T1	2303	2217.07	234	10.3116
CIMG2_000065-T1	270	93.3581	4	4.18598
CIMG2_000066-T1	993	778.266	183.75	23.0668
CIMG2_000067-T1	2986	2753.11	346.939	12.3117
CIMG2_000067-T2	2486	2270	13.311	0.572892
CIMG2_000068-T1	4199	3954.08	18.3491	0.453375
CIMG2_000068-T2	4132	3904.34	47.1095	1.17882
CIMG2_000069-T1	2466	2242.16	88.5414	3.85806
CIMG2_000070-T1	345	145.814	19	12.7305
CIMG2_000071-T1	396	186.173	30	15.7432
CIMG2_000072-T1	836	563.907	30	5.1976
CIMG2_000073-T1	3596	3490.27	170.997	4.78651
CIMG2_000074-T1	6430	6188.68	913.105	14.4149
CIMG2_000074-T2	7134	6921.4	776.798	10.9649
CIMG2_000074-T3	7203	7015.26	21.0969	0.293808
CIMG2_000075-T1	1839	1559.73	67	4.19676
CIMG2_000076-T1	1569	1397.53	66	4.61394
CIMG2_000077-T1	1672	1470.48	1794	119.193
CIMG2_000078-T1	1344	1192.43	411	33.6743
CIMG2_000079-T1	3729	3651.58	432	11.5582
CIMG2_000080-T1	4052	3947.51	369	9.13255
CIMG2_000081-T1	2146	2118.37	202	9.31618
CIMG2_000082-T1	5288	5419.76	738.792	13.3178
CIMG2_000083-T1	1272	1113.16	152.208	13.3588
CIMG2_000084-T1	609	345.934	0	0
CIMG2_000085-T1	957	807.721	139.2	16.8371
CIMG2_000086-T1	8020	7964.34	348.8	4.27874
CIMG2_000087-T1	2011	1744.81	207	11.5907
CIMG2_000088-T1	2132	1869.46	48.7442	2.54739
CIMG2_000088-T2	2242	1966.64	174.256	8.65669
CIMG2_000089-T1	1941	1945.32	630	31.6401
CIMG2_000090-T1	234	71.2921	40	54.816
CIMG2_000091-T1	1040	819.919	13	1.54904
CIMG2_000092-T1	2583	2325.6	231	9.70434
CIMG2_000093-T1	3193	2909.59	10136.8	340.376
CIMG2_000094-T1	468	277.15	4265.65	1503.69
CIMG2_000095-T1	106	19.3101	3	15.1784
CIMG2_000096-T1	2487	2348.31	203	8.4456
CIMG2_000097-T1	576	346.294	10	2.82126
CIMG2_000098-T1	915	669.964	13	1.89575
CIMG2_000099-T1	978	816.448	63	7.53878
CIMG2_000100-T1	3012	2857.89	205	7.00805
CIMG2_000101-T1	870	702.79	41	5.69963
CIMG2_000102-T1	1880	1889.58	191.687	9.91098
CIMG2_000103-T1	2343	2379.37	65	2.66894
CIMG2_000104-T1	73	20.5318	0.333333	1.58613
CIMG2_000105-T1	73	20.5318	0.333333	1.58613
CIMG2_000106-T1	1095	932.216	222	23.2662
CIMG2_000107-T1	303	115.216	62	52.5738
CIMG2_000108-T1	1449	1346.76	117	8.4876
CIMG2_000109-T1	3774	3882.47	530.101	13.3395
CIMG2_000110-T1	1005	852.944	28.8993	3.31021
CIMG2_000111-T1	447	227.991	192	82.2758
CIMG2_000112-T1	726	541.548	350	63.1423
CIMG2_000113-T1	4143	3903.56	1836	45.9516
CIMG2_000114-T1	71	20.5475	4.57143	21.7361
CIMG2_000115-T1	2723	2493.75	737	28.8737
CIMG2_000116-T1	4953	4760.43	991.545	20.3496
CIMG2_000116-T2	4765	4596.81	1717.46	36.5021
CIMG2_000117-T1	1178	962.972	25.1335	2.54993
CIMG2_000117-T2	1300	1064.42	68.8665	6.321
CIMG2_000118-T1	846	659.681	2752	407.571
CIMG2_000119-T1	2229	2143.65	921	41.9754
CIMG2_000120-T1	1128	986.847	3653	361.65
CIMG2_000121-T1	423	208.527	25	11.713
CIMG2_000122-T1	639	389.151	598	150.131
CIMG2_000123-T1	681	441.558	761	168.378
CIMG2_000124-T1	384	176.506	66	36.5319
CIMG2_000125-T1	2811	2616.12	2108.85	78.7547
CIMG2_000125-T2	2869	2671.92	294.154	10.7557
CIMG2_000126-T1	822	635.175	2592	398.685
CIMG2_000127-T1	849	586.476	462	76.9628
CIMG2_000128-T1	195	50.3026	11	21.3644
CIMG2_000129-T1	348	148.128	5	3.29778
CIMG2_000130-T1	2565	2294.91	465	19.796
CIMG2_000131-T1	3582	3270.76	951.456	28.4203
CIMG2_000131-T2	3480	3178.16	67.5444	2.07636
CIMG2_000132-T1	1216	957.311	610	62.2537
CIMG2_000133-T1	384	176.506	124	68.6357
CIMG2_000134-T1	1515	1268.11	2054.69	158.299
CIMG2_000135-T1	2064	1802.24	731	39.6272
CIMG2_000136-T1	840	610.884	149	23.8296
CIMG2_000137-T1	657	458.038	548	116.887
CIMG2_000138-T1	231	69.5717	11	15.4472
CIMG2_000139-T1	495	249.208	79	30.9709
CIMG2_000140-T1	1812	1583.45	630	38.871
CIMG2_000141-T1	504	231.766	1670	703.973
CIMG2_000142-T1	264	89.5286	19	20.7339
CIMG2_000143-T1	2479	2205.12	1684	74.6101
CIMG2_000144-T1	375	169.346	333	192.114
CIMG2_000145-T1	726	466.308	103	21.5801
CIMG2_000146-T1	390	181.317	31	16.7037
CIMG2_000147-T1	2429	2099.86	428.095	19.9177
CIMG2_000148-T1	965	690.44	617	87.3068
CIMG2_000149-T1	798	583.139	1454	243.602
CIMG2_000150-T1	753	517.735	1029	194.176
CIMG2_000151-T1	2236	1963.17	190	9.4555
CIMG2_000152-T1	4482	4004.52	2062	50.3068
CIMG2_000153-T1	1116	856.901	93	10.6033
CIMG2_000154-T1	681	424.916	45	10.3466
CIMG2_000155-T1	5187	4829.08	1239	25.0666
CIMG2_000156-T1	5030	4716.71	1171	24.2553
CIMG2_000157-T1	1365	1128.26	1004	86.9386
CIMG2_000158-T1	588	304.222	140	44.96
CIMG2_000159-T1	372	167.005	1388	811.989
CIMG2_000160-T1	438	221.231	310	136.9
CIMG2_000161-T1	1255	1020.13	649	62.1553
CIMG2_000162-T1	1410	1174.85	561	46.6521
CIMG2_000163-T1	1728	1491.99	576	37.7178
CIMG2_000164-T1	1292	940.814	1012	105.091
