"","Mycelia.r1","Mycelia.r2","Spherule48H.r1","Spherule48H.r2","Spherule8D.r1","Spherule8D.r2"
"CIMG2_000001-T1",1.43827873077829,0.945035646194644,3.38217928319566,3.87980455741718,5.37102332605864,6.33240418867254
"CIMG2_000002-T1",99.4052245904324,125.609905616801,1.83238181109521,2.81050633686662,12.1978647968161,12.1928474170512
"CIMG2_000003-T1",20.7154753625092,21.7403456078949,14.16614158853,16.983030971941,25.3741027396231,14.6769483395012
"CIMG2_000004-T1",5.34449725143228,14.5352067985912,2.51915490404397,4.79164531869491,3.36920622454775,3.57024523400609
"CIMG2_000004-T2",30.2450909580795,27.9494100767082,1.63318371882997,2.31988129062996,3.52588724353627,1.05640727248295
"CIMG2_000004-T3",1.3237167743618,2.3891475666826e-05,8.57655223538182,3.9853976235161,5.05583134967641,9.3170866447343
"CIMG2_000004-T4",20.5023937427862,18.917641146862,0,0,0,0
"CIMG2_000005-T1",31.7024507386093,24.8978411689204,8.10325898877879,12.4238961784132,3.36739315829305,1.49490407482201
"CIMG2_000006-T1",15.4733908796218,10.0814524571851,4.28115985958379,3.00043011670575,3.77294803739067,0.566172212974058
"CIMG2_000007-T1",62.6954335808872,86.8067110491475,259.134026642807,247.355891867126,196.758619369705,256.117376576323
"CIMG2_000008-T1",17.562709059218,16.1207951722587,53.9339741166672,49.9691863423951,77.9047345604132,96.3992408193684
"CIMG2_000009-T1",24.7849420965191,27.5106765180833,55.2070680520779,48.1282761563566,60.3546229039469,36.594140363742
"CIMG2_000010-T1",1.61363622769132,5.71332700714762,17.916547031194,16.4863137167059,24.7695138561643,21.8361853402687
"CIMG2_000011-T1",0,1.31041269310107,25.3226843399337,20.9653248010723,20.2043589497583,22.4235611223302
"CIMG2_000012-T1",1.3303682356067,4.77442878875219,23.5834363050459,19.3318661087963,91.5928401841302,76.9051238630234
"CIMG2_000013-T1",2.85405817131791,2.60992317923339,3.72867441841132,4.65719177892631,3.1526419801201,1.15037151878855
"CIMG2_000014-T1",0,0.537610739663001,2.56879103247556,0.208126581774517,0,1.0037744469279
"CIMG2_000015-T1",0.27569231053172,0.868748128828275,1.77686811871593,1.45854829846576,2.97197785216791,2.20321746836392
"CIMG2_000016-T1",2.35067616501128,2.12459579994392,5.75000065590821,11.9588238873292,13.6913431023361,15.842539790424
"CIMG2_000017-T1",0,0.14240036158164,6.60966988939123,7.47945485140774,8.19065447500091,8.36757169891168
"CIMG2_000018-T1",0,0.568590454219581,3.85769085744556,4.53518794174387,3.75600030545629,0
"CIMG2_000019-T1",9.86734870383278,7.71632640053322,14.6995532578935,15.6718048386894,10.5330848485495,7.85180171730454
"CIMG2_000020-T1",24.4587966054249,19.9115530544426,35.3400114961224,47.4630621774521,42.3836031830935,29.1189668545197
"CIMG2_000021-T1",15.3328576136874,22.3069838144818,38.8325456026803,51.9044483996326,88.6217653895337,65.6141119246358
"CIMG2_000022-T1",33.7814488073026,22.7955885311485,84.9754382618525,86.5448726831185,106.182583289225,97.0591860177436
"CIMG2_000023-T1",14.6196304904537,13.1630683206789,19.8068471613032,18.7164403279214,17.6632849321632,20.5452745093764
"CIMG2_000024-T1",0,0,0.275064781148454,0,0.754609513092226,0.437036886852266
"CIMG2_000025-T1",23.1447739993951,26.2766437852601,49.3622656006158,46.9362747279575,40.1404874522183,34.0319022297526
"CIMG2_000026-T1",5.76408195247442,2.62082538620215,54.6969981742569,29.5067534237314,133.012029752575,152.480215631845
"CIMG2_000027-T1",5.95035031605113,5.53902283071002,68.5777972859758,44.5614631098354,216.249425642018,248.360729270285
"CIMG2_000028-T1",49.4048239955154,45.1259958136312,93.3619614066826,97.9356406098861,79.9387313724723,77.1922218344143
"CIMG2_000029-T1",114.542342702111,176.971950582892,146.764396627693,131.658054908036,130.652931305207,137.347527966184
"CIMG2_000030-T1",99.1310773968058,101.172743443411,130.857924779257,138.961300541183,150.980592700934,152.372482500215
"CIMG2_000031-T1",0,0,0,0,0,6.47088152322659
"CIMG2_000032-T1",1.61630241975578,1.87183000619315,22.2080553029002,18.3861741977938,33.3170442929078,38.9343840986332
"CIMG2_000033-T1",4.92523703004425,5.80170390175322,23.5578198800331,26.1598042893106,24.6703508153965,33.3582952903664
"CIMG2_000034-T1",6.20713361571939,6.40876590260148,14.9837594672245,15.5849711537667,17.0424353866797,17.8563755183681
"CIMG2_000035-T1",7.26046771366192,6.09461393854327,27.4409915151972,29.5852605159763,30.4083029838415,25.1895368119336
"CIMG2_000036-T1",25.1136877709858,21.0263030069284,27.0386702494218,27.4424214319872,6.28947572676793,5.68010058244813
